DATE_DT,DATE_CODE,DAY_CODE,DATE_DESC,DAY_DESC,WEEK_CODE,WEEK_DESC,MONTH_CODE,MONTH_DESC,YEAR_CODE,QUARTER_CODE,HALF_CODE
2011-10-20,20111020,20,20 October 2011,Thursday ,201142,42,201110,October  ,2011,20114,20112
2011-10-21,20111021,21,21 October 2011,Friday   ,201142,42,201110,October  ,2011,20114,20112
2011-10-22,20111022,22,22 October 2011,Saturday ,201142,42,201110,October  ,2011,20114,20112
2011-10-23,20111023,23,23 October 2011,Sunday   ,201142,42,201110,October  ,2011,20114,20112
2011-10-24,20111024,24,24 October 2011,Monday   ,201143,43,201110,October  ,2011,20114,20112
2011-10-25,20111025,25,25 October 2011,Tuesday  ,201143,43,201110,October  ,2011,20114,20112
2011-10-26,20111026,26,26 October 2011,Wednesday,201143,43,201110,October  ,2011,20114,20112
2011-10-27,20111027,27,27 October 2011,Thursday ,201143,43,201110,October  ,2011,20114,20112
2011-10-28,20111028,28,28 October 2011,Friday   ,201143,43,201110,October  ,2011,20114,20112
2011-10-29,20111029,29,29 October 2011,Saturday ,201143,43,201110,October  ,2011,20114,20112
2011-10-30,20111030,30,30 October 2011,Sunday   ,201143,43,201110,October  ,2011,20114,20112
2011-10-31,20111031,31,31 October 2011,Monday   ,201144,44,201110,October  ,2011,20114,20112
2011-11-01,20111101,1,01 November 2011,Tuesday  ,201144,44,201111,November ,2011,20114,20112
2011-11-02,20111102,2,02 November 2011,Wednesday,201144,44,201111,November ,2011,20114,20112
2011-11-03,20111103,3,03 November 2011,Thursday ,201144,44,201111,November ,2011,20114,20112
2011-11-04,20111104,4,04 November 2011,Friday   ,201144,44,201111,November ,2011,20114,20112
2011-11-05,20111105,5,05 November 2011,Saturday ,201144,44,201111,November ,2011,20114,20112
2011-11-06,20111106,6,06 November 2011,Sunday   ,201144,44,201111,November ,2011,20114,20112
2011-11-07,20111107,7,07 November 2011,Monday   ,201145,45,201111,November ,2011,20114,20112
2011-11-08,20111108,8,08 November 2011,Tuesday  ,201145,45,201111,November ,2011,20114,20112
2011-11-09,20111109,9,09 November 2011,Wednesday,201145,45,201111,November ,2011,20114,20112
2011-11-10,20111110,10,10 November 2011,Thursday ,201145,45,201111,November ,2011,20114,20112
2011-11-11,20111111,11,11 November 2011,Friday   ,201145,45,201111,November ,2011,20114,20112
2011-11-12,20111112,12,12 November 2011,Saturday ,201145,45,201111,November ,2011,20114,20112
2011-11-13,20111113,13,13 November 2011,Sunday   ,201145,45,201111,November ,2011,20114,20112
2011-11-14,20111114,14,14 November 2011,Monday   ,201146,46,201111,November ,2011,20114,20112
2011-11-15,20111115,15,15 November 2011,Tuesday  ,201146,46,201111,November ,2011,20114,20112
2011-11-16,20111116,16,16 November 2011,Wednesday,201146,46,201111,November ,2011,20114,20112
2011-11-17,20111117,17,17 November 2011,Thursday ,201146,46,201111,November ,2011,20114,20112
2011-11-18,20111118,18,18 November 2011,Friday   ,201146,46,201111,November ,2011,20114,20112
2011-11-19,20111119,19,19 November 2011,Saturday ,201146,46,201111,November ,2011,20114,20112
2011-11-20,20111120,20,20 November 2011,Sunday   ,201146,46,201111,November ,2011,20114,20112
2011-11-21,20111121,21,21 November 2011,Monday   ,201147,47,201111,November ,2011,20114,20112
2011-11-22,20111122,22,22 November 2011,Tuesday  ,201147,47,201111,November ,2011,20114,20112
2011-11-23,20111123,23,23 November 2011,Wednesday,201147,47,201111,November ,2011,20114,20112
2011-11-24,20111124,24,24 November 2011,Thursday ,201147,47,201111,November ,2011,20114,20112
2011-11-25,20111125,25,25 November 2011,Friday   ,201147,47,201111,November ,2011,20114,20112
2011-11-26,20111126,26,26 November 2011,Saturday ,201147,47,201111,November ,2011,20114,20112
2011-11-27,20111127,27,27 November 2011,Sunday   ,201147,47,201111,November ,2011,20114,20112
2011-11-28,20111128,28,28 November 2011,Monday   ,201148,48,201111,November ,2011,20114,20112
2011-11-29,20111129,29,29 November 2011,Tuesday  ,201148,48,201111,November ,2011,20114,20112
2011-11-30,20111130,30,30 November 2011,Wednesday,201148,48,201111,November ,2011,20114,20112
2011-12-01,20111201,1,01 December 2011,Thursday ,201148,48,201112,December ,2011,20114,20112
2011-12-02,20111202,2,02 December 2011,Friday   ,201148,48,201112,December ,2011,20114,20112
2011-12-03,20111203,3,03 December 2011,Saturday ,201148,48,201112,December ,2011,20114,20112
2011-12-04,20111204,4,04 December 2011,Sunday   ,201148,48,201112,December ,2011,20114,20112
2011-12-05,20111205,5,05 December 2011,Monday   ,201149,49,201112,December ,2011,20114,20112
2011-12-06,20111206,6,06 December 2011,Tuesday  ,201149,49,201112,December ,2011,20114,20112
2011-12-07,20111207,7,07 December 2011,Wednesday,201149,49,201112,December ,2011,20114,20112
2011-12-08,20111208,8,08 December 2011,Thursday ,201149,49,201112,December ,2011,20114,20112
2011-12-09,20111209,9,09 December 2011,Friday   ,201149,49,201112,December ,2011,20114,20112
2011-12-10,20111210,10,10 December 2011,Saturday ,201149,49,201112,December ,2011,20114,20112
2011-12-11,20111211,11,11 December 2011,Sunday   ,201149,49,201112,December ,2011,20114,20112
2011-12-12,20111212,12,12 December 2011,Monday   ,201150,50,201112,December ,2011,20114,20112
2011-12-13,20111213,13,13 December 2011,Tuesday  ,201150,50,201112,December ,2011,20114,20112
2011-12-14,20111214,14,14 December 2011,Wednesday,201150,50,201112,December ,2011,20114,20112
2011-12-15,20111215,15,15 December 2011,Thursday ,201150,50,201112,December ,2011,20114,20112
2011-12-16,20111216,16,16 December 2011,Friday   ,201150,50,201112,December ,2011,20114,20112
2011-12-17,20111217,17,17 December 2011,Saturday ,201150,50,201112,December ,2011,20114,20112
2011-12-18,20111218,18,18 December 2011,Sunday   ,201150,50,201112,December ,2011,20114,20112
2011-12-19,20111219,19,19 December 2011,Monday   ,201151,51,201112,December ,2011,20114,20112
2011-12-20,20111220,20,20 December 2011,Tuesday  ,201151,51,201112,December ,2011,20114,20112
2011-12-21,20111221,21,21 December 2011,Wednesday,201151,51,201112,December ,2011,20114,20112
2011-12-22,20111222,22,22 December 2011,Thursday ,201151,51,201112,December ,2011,20114,20112
2011-12-23,20111223,23,23 December 2011,Friday   ,201151,51,201112,December ,2011,20114,20112
2011-12-24,20111224,24,24 December 2011,Saturday ,201151,51,201112,December ,2011,20114,20112
2011-12-25,20111225,25,25 December 2011,Sunday   ,201151,51,201112,December ,2011,20114,20112
2011-12-26,20111226,26,26 December 2011,Monday   ,201152,52,201112,December ,2011,20114,20112
2011-12-27,20111227,27,27 December 2011,Tuesday  ,201152,52,201112,December ,2011,20114,20112
2011-12-28,20111228,28,28 December 2011,Wednesday,201152,52,201112,December ,2011,20114,20112
2011-12-29,20111229,29,29 December 2011,Thursday ,201152,52,201112,December ,2011,20114,20112
2011-12-30,20111230,30,30 December 2011,Friday   ,201152,52,201112,December ,2011,20114,20112
2011-12-31,20111231,31,31 December 2011,Saturday ,201152,52,201112,December ,2011,20114,20112
2012-01-01,20120101,1,01 January 2012,Sunday   ,201152,52,201201,January  ,2012,20121,20121
2012-01-02,20120102,2,02 January 2012,Monday   ,201201,1,201201,January  ,2012,20121,20121
2012-01-03,20120103,3,03 January 2012,Tuesday  ,201201,1,201201,January  ,2012,20121,20121
2012-01-04,20120104,4,04 January 2012,Wednesday,201201,1,201201,January  ,2012,20121,20121
2012-01-05,20120105,5,05 January 2012,Thursday ,201201,1,201201,January  ,2012,20121,20121
2012-01-06,20120106,6,06 January 2012,Friday   ,201201,1,201201,January  ,2012,20121,20121
2012-01-07,20120107,7,07 January 2012,Saturday ,201201,1,201201,January  ,2012,20121,20121
2012-01-08,20120108,8,08 January 2012,Sunday   ,201201,1,201201,January  ,2012,20121,20121
2012-01-09,20120109,9,09 January 2012,Monday   ,201202,2,201201,January  ,2012,20121,20121
2012-01-10,20120110,10,10 January 2012,Tuesday  ,201202,2,201201,January  ,2012,20121,20121
2012-01-11,20120111,11,11 January 2012,Wednesday,201202,2,201201,January  ,2012,20121,20121
2012-01-12,20120112,12,12 January 2012,Thursday ,201202,2,201201,January  ,2012,20121,20121
2012-01-13,20120113,13,13 January 2012,Friday   ,201202,2,201201,January  ,2012,20121,20121
2012-01-14,20120114,14,14 January 2012,Saturday ,201202,2,201201,January  ,2012,20121,20121
2012-01-15,20120115,15,15 January 2012,Sunday   ,201202,2,201201,January  ,2012,20121,20121
2012-01-16,20120116,16,16 January 2012,Monday   ,201203,3,201201,January  ,2012,20121,20121
2012-01-17,20120117,17,17 January 2012,Tuesday  ,201203,3,201201,January  ,2012,20121,20121
2012-01-18,20120118,18,18 January 2012,Wednesday,201203,3,201201,January  ,2012,20121,20121
2012-01-19,20120119,19,19 January 2012,Thursday ,201203,3,201201,January  ,2012,20121,20121
2012-01-20,20120120,20,20 January 2012,Friday   ,201203,3,201201,January  ,2012,20121,20121
2012-01-21,20120121,21,21 January 2012,Saturday ,201203,3,201201,January  ,2012,20121,20121
2012-01-22,20120122,22,22 January 2012,Sunday   ,201203,3,201201,January  ,2012,20121,20121
2012-01-23,20120123,23,23 January 2012,Monday   ,201204,4,201201,January  ,2012,20121,20121
2012-01-24,20120124,24,24 January 2012,Tuesday  ,201204,4,201201,January  ,2012,20121,20121
2012-01-25,20120125,25,25 January 2012,Wednesday,201204,4,201201,January  ,2012,20121,20121
2012-01-26,20120126,26,26 January 2012,Thursday ,201204,4,201201,January  ,2012,20121,20121
2012-01-27,20120127,27,27 January 2012,Friday   ,201204,4,201201,January  ,2012,20121,20121
2012-01-28,20120128,28,28 January 2012,Saturday ,201204,4,201201,January  ,2012,20121,20121
2012-01-29,20120129,29,29 January 2012,Sunday   ,201204,4,201201,January  ,2012,20121,20121
2012-01-30,20120130,30,30 January 2012,Monday   ,201205,5,201201,January  ,2012,20121,20121
2012-01-31,20120131,31,31 January 2012,Tuesday  ,201205,5,201201,January  ,2012,20121,20121
2012-02-01,20120201,1,01 February 2012,Wednesday,201205,5,201202,February ,2012,20121,20121
2012-02-02,20120202,2,02 February 2012,Thursday ,201205,5,201202,February ,2012,20121,20121
2012-02-03,20120203,3,03 February 2012,Friday   ,201205,5,201202,February ,2012,20121,20121
2012-02-04,20120204,4,04 February 2012,Saturday ,201205,5,201202,February ,2012,20121,20121
2012-02-05,20120205,5,05 February 2012,Sunday   ,201205,5,201202,February ,2012,20121,20121
2012-02-06,20120206,6,06 February 2012,Monday   ,201206,6,201202,February ,2012,20121,20121
2012-02-07,20120207,7,07 February 2012,Tuesday  ,201206,6,201202,February ,2012,20121,20121
2012-02-08,20120208,8,08 February 2012,Wednesday,201206,6,201202,February ,2012,20121,20121
2012-02-09,20120209,9,09 February 2012,Thursday ,201206,6,201202,February ,2012,20121,20121
2012-02-10,20120210,10,10 February 2012,Friday   ,201206,6,201202,February ,2012,20121,20121
2012-02-11,20120211,11,11 February 2012,Saturday ,201206,6,201202,February ,2012,20121,20121
2012-02-12,20120212,12,12 February 2012,Sunday   ,201206,6,201202,February ,2012,20121,20121
2012-02-13,20120213,13,13 February 2012,Monday   ,201207,7,201202,February ,2012,20121,20121
2012-02-14,20120214,14,14 February 2012,Tuesday  ,201207,7,201202,February ,2012,20121,20121
2012-02-15,20120215,15,15 February 2012,Wednesday,201207,7,201202,February ,2012,20121,20121
2012-02-16,20120216,16,16 February 2012,Thursday ,201207,7,201202,February ,2012,20121,20121
2012-02-17,20120217,17,17 February 2012,Friday   ,201207,7,201202,February ,2012,20121,20121
2012-02-18,20120218,18,18 February 2012,Saturday ,201207,7,201202,February ,2012,20121,20121
2012-02-19,20120219,19,19 February 2012,Sunday   ,201207,7,201202,February ,2012,20121,20121
2012-02-20,20120220,20,20 February 2012,Monday   ,201208,8,201202,February ,2012,20121,20121
2012-02-21,20120221,21,21 February 2012,Tuesday  ,201208,8,201202,February ,2012,20121,20121
2012-02-22,20120222,22,22 February 2012,Wednesday,201208,8,201202,February ,2012,20121,20121
2012-02-23,20120223,23,23 February 2012,Thursday ,201208,8,201202,February ,2012,20121,20121
2012-02-24,20120224,24,24 February 2012,Friday   ,201208,8,201202,February ,2012,20121,20121
2012-02-25,20120225,25,25 February 2012,Saturday ,201208,8,201202,February ,2012,20121,20121
2012-02-26,20120226,26,26 February 2012,Sunday   ,201208,8,201202,February ,2012,20121,20121
2012-02-27,20120227,27,27 February 2012,Monday   ,201209,9,201202,February ,2012,20121,20121
2012-02-28,20120228,28,28 February 2012,Tuesday  ,201209,9,201202,February ,2012,20121,20121
2012-02-29,20120229,29,29 February 2012,Wednesday,201209,9,201202,February ,2012,20121,20121
2012-03-01,20120301,1,01 March 2012,Thursday ,201209,9,201203,March    ,2012,20121,20121
2012-03-02,20120302,2,02 March 2012,Friday   ,201209,9,201203,March    ,2012,20121,20121
2012-03-03,20120303,3,03 March 2012,Saturday ,201209,9,201203,March    ,2012,20121,20121
2012-03-04,20120304,4,04 March 2012,Sunday   ,201209,9,201203,March    ,2012,20121,20121
2012-03-05,20120305,5,05 March 2012,Monday   ,201210,10,201203,March    ,2012,20121,20121
2012-03-06,20120306,6,06 March 2012,Tuesday  ,201210,10,201203,March    ,2012,20121,20121
2012-03-07,20120307,7,07 March 2012,Wednesday,201210,10,201203,March    ,2012,20121,20121
2012-03-08,20120308,8,08 March 2012,Thursday ,201210,10,201203,March    ,2012,20121,20121
2012-03-09,20120309,9,09 March 2012,Friday   ,201210,10,201203,March    ,2012,20121,20121
2012-03-10,20120310,10,10 March 2012,Saturday ,201210,10,201203,March    ,2012,20121,20121
2012-03-11,20120311,11,11 March 2012,Sunday   ,201210,10,201203,March    ,2012,20121,20121
2012-03-12,20120312,12,12 March 2012,Monday   ,201211,11,201203,March    ,2012,20121,20121
2012-03-13,20120313,13,13 March 2012,Tuesday  ,201211,11,201203,March    ,2012,20121,20121
2012-03-14,20120314,14,14 March 2012,Wednesday,201211,11,201203,March    ,2012,20121,20121
2012-03-15,20120315,15,15 March 2012,Thursday ,201211,11,201203,March    ,2012,20121,20121
2012-03-16,20120316,16,16 March 2012,Friday   ,201211,11,201203,March    ,2012,20121,20121
2012-03-17,20120317,17,17 March 2012,Saturday ,201211,11,201203,March    ,2012,20121,20121
2012-03-18,20120318,18,18 March 2012,Sunday   ,201211,11,201203,March    ,2012,20121,20121
2012-03-19,20120319,19,19 March 2012,Monday   ,201212,12,201203,March    ,2012,20121,20121
2012-03-20,20120320,20,20 March 2012,Tuesday  ,201212,12,201203,March    ,2012,20121,20121
2012-03-21,20120321,21,21 March 2012,Wednesday,201212,12,201203,March    ,2012,20121,20121
2012-03-22,20120322,22,22 March 2012,Thursday ,201212,12,201203,March    ,2012,20121,20121
2012-03-23,20120323,23,23 March 2012,Friday   ,201212,12,201203,March    ,2012,20121,20121
2012-03-24,20120324,24,24 March 2012,Saturday ,201212,12,201203,March    ,2012,20121,20121
2012-03-25,20120325,25,25 March 2012,Sunday   ,201212,12,201203,March    ,2012,20121,20121
2012-03-26,20120326,26,26 March 2012,Monday   ,201213,13,201203,March    ,2012,20121,20121
2012-03-27,20120327,27,27 March 2012,Tuesday  ,201213,13,201203,March    ,2012,20121,20121
2012-03-28,20120328,28,28 March 2012,Wednesday,201213,13,201203,March    ,2012,20121,20121
2012-03-29,20120329,29,29 March 2012,Thursday ,201213,13,201203,March    ,2012,20121,20121
2012-03-30,20120330,30,30 March 2012,Friday   ,201213,13,201203,March    ,2012,20121,20121
2012-03-31,20120331,31,31 March 2012,Saturday ,201213,13,201203,March    ,2012,20121,20121
2012-04-01,20120401,1,01-Apr-12,Sunday   ,201213,13,201204,April    ,2012,20122,20121
2012-04-02,20120402,2,02-Apr-12,Monday   ,201214,14,201204,April    ,2012,20122,20121
2012-04-03,20120403,3,03-Apr-12,Tuesday  ,201214,14,201204,April    ,2012,20122,20121
2012-04-04,20120404,4,04-Apr-12,Wednesday,201214,14,201204,April    ,2012,20122,20121
2012-04-05,20120405,5,05-Apr-12,Thursday ,201214,14,201204,April    ,2012,20122,20121
2012-04-06,20120406,6,06-Apr-12,Friday   ,201214,14,201204,April    ,2012,20122,20121
2012-04-07,20120407,7,07-Apr-12,Saturday ,201214,14,201204,April    ,2012,20122,20121
2012-04-08,20120408,8,08-Apr-12,Sunday   ,201214,14,201204,April    ,2012,20122,20121
2012-04-09,20120409,9,09-Apr-12,Monday   ,201215,15,201204,April    ,2012,20122,20121
2012-04-10,20120410,10,10-Apr-12,Tuesday  ,201215,15,201204,April    ,2012,20122,20121
2012-04-11,20120411,11,11-Apr-12,Wednesday,201215,15,201204,April    ,2012,20122,20121
2012-04-12,20120412,12,12-Apr-12,Thursday ,201215,15,201204,April    ,2012,20122,20121
2012-04-13,20120413,13,13-Apr-12,Friday   ,201215,15,201204,April    ,2012,20122,20121
2012-04-14,20120414,14,14-Apr-12,Saturday ,201215,15,201204,April    ,2012,20122,20121
2012-04-15,20120415,15,15-Apr-12,Sunday   ,201215,15,201204,April    ,2012,20122,20121
2012-04-16,20120416,16,16-Apr-12,Monday   ,201216,16,201204,April    ,2012,20122,20121
2012-04-17,20120417,17,17-Apr-12,Tuesday  ,201216,16,201204,April    ,2012,20122,20121
2012-04-18,20120418,18,18-Apr-12,Wednesday,201216,16,201204,April    ,2012,20122,20121
2012-04-19,20120419,19,19-Apr-12,Thursday ,201216,16,201204,April    ,2012,20122,20121
2012-04-20,20120420,20,20-Apr-12,Friday   ,201216,16,201204,April    ,2012,20122,20121
2012-04-21,20120421,21,21-Apr-12,Saturday ,201216,16,201204,April    ,2012,20122,20121
2012-04-22,20120422,22,22-Apr-12,Sunday   ,201216,16,201204,April    ,2012,20122,20121
2012-04-23,20120423,23,23-Apr-12,Monday   ,201217,17,201204,April    ,2012,20122,20121
2012-04-24,20120424,24,24-Apr-12,Tuesday  ,201217,17,201204,April    ,2012,20122,20121
2012-04-25,20120425,25,25-Apr-12,Wednesday,201217,17,201204,April    ,2012,20122,20121
2012-04-26,20120426,26,26-Apr-12,Thursday ,201217,17,201204,April    ,2012,20122,20121
2012-04-27,20120427,27,27-Apr-12,Friday   ,201217,17,201204,April    ,2012,20122,20121
2012-04-28,20120428,28,28-Apr-12,Saturday ,201217,17,201204,April    ,2012,20122,20121
2012-04-29,20120429,29,29-Apr-12,Sunday   ,201217,17,201204,April    ,2012,20122,20121
2012-04-30,20120430,30,30-Apr-12,Monday   ,201218,18,201204,April    ,2012,20122,20121
2012-05-01,20120501,1,01 May 2012,Tuesday  ,201218,18,201205,May      ,2012,20122,20121
2012-05-02,20120502,2,02 May 2012,Wednesday,201218,18,201205,May      ,2012,20122,20121
2012-05-03,20120503,3,03 May 2012,Thursday ,201218,18,201205,May      ,2012,20122,20121
2012-05-04,20120504,4,04 May 2012,Friday   ,201218,18,201205,May      ,2012,20122,20121
2012-05-05,20120505,5,05 May 2012,Saturday ,201218,18,201205,May      ,2012,20122,20121
2012-05-06,20120506,6,06 May 2012,Sunday   ,201218,18,201205,May      ,2012,20122,20121
2012-05-07,20120507,7,07 May 2012,Monday   ,201219,19,201205,May      ,2012,20122,20121
2012-05-08,20120508,8,08 May 2012,Tuesday  ,201219,19,201205,May      ,2012,20122,20121
2012-05-09,20120509,9,09 May 2012,Wednesday,201219,19,201205,May      ,2012,20122,20121
2012-05-10,20120510,10,10 May 2012,Thursday ,201219,19,201205,May      ,2012,20122,20121
2012-05-11,20120511,11,11 May 2012,Friday   ,201219,19,201205,May      ,2012,20122,20121
2012-05-12,20120512,12,12 May 2012,Saturday ,201219,19,201205,May      ,2012,20122,20121
2012-05-13,20120513,13,13 May 2012,Sunday   ,201219,19,201205,May      ,2012,20122,20121
2012-05-14,20120514,14,14 May 2012,Monday   ,201220,20,201205,May      ,2012,20122,20121
2012-05-15,20120515,15,15 May 2012,Tuesday  ,201220,20,201205,May      ,2012,20122,20121
2012-05-16,20120516,16,16 May 2012,Wednesday,201220,20,201205,May      ,2012,20122,20121
2012-05-17,20120517,17,17 May 2012,Thursday ,201220,20,201205,May      ,2012,20122,20121
2012-05-18,20120518,18,18 May 2012,Friday   ,201220,20,201205,May      ,2012,20122,20121
2012-05-19,20120519,19,19 May 2012,Saturday ,201220,20,201205,May      ,2012,20122,20121
2012-05-20,20120520,20,20 May 2012,Sunday   ,201220,20,201205,May      ,2012,20122,20121
2012-05-21,20120521,21,21 May 2012,Monday   ,201221,21,201205,May      ,2012,20122,20121
2012-05-22,20120522,22,22 May 2012,Tuesday  ,201221,21,201205,May      ,2012,20122,20121
2012-05-23,20120523,23,23 May 2012,Wednesday,201221,21,201205,May      ,2012,20122,20121
2012-05-24,20120524,24,24 May 2012,Thursday ,201221,21,201205,May      ,2012,20122,20121
2012-05-25,20120525,25,25 May 2012,Friday   ,201221,21,201205,May      ,2012,20122,20121
2012-05-26,20120526,26,26 May 2012,Saturday ,201221,21,201205,May      ,2012,20122,20121
2012-05-27,20120527,27,27 May 2012,Sunday   ,201221,21,201205,May      ,2012,20122,20121
2012-05-28,20120528,28,28 May 2012,Monday   ,201222,22,201205,May      ,2012,20122,20121
2012-05-29,20120529,29,29 May 2012,Tuesday  ,201222,22,201205,May      ,2012,20122,20121
2012-05-30,20120530,30,30 May 2012,Wednesday,201222,22,201205,May      ,2012,20122,20121
2012-05-31,20120531,31,31 May 2012,Thursday ,201222,22,201205,May      ,2012,20122,20121
2012-06-01,20120601,1,01 June 2012,Friday   ,201222,22,201206,June     ,2012,20122,20121
2012-06-02,20120602,2,02 June 2012,Saturday ,201222,22,201206,June     ,2012,20122,20121
2012-06-03,20120603,3,03 June 2012,Sunday   ,201222,22,201206,June     ,2012,20122,20121
2012-06-04,20120604,4,04 June 2012,Monday   ,201223,23,201206,June     ,2012,20122,20121
2012-06-05,20120605,5,05 June 2012,Tuesday  ,201223,23,201206,June     ,2012,20122,20121
2012-06-06,20120606,6,06 June 2012,Wednesday,201223,23,201206,June     ,2012,20122,20121
2012-06-07,20120607,7,07 June 2012,Thursday ,201223,23,201206,June     ,2012,20122,20121
2012-06-08,20120608,8,08 June 2012,Friday   ,201223,23,201206,June     ,2012,20122,20121
2012-06-09,20120609,9,09 June 2012,Saturday ,201223,23,201206,June     ,2012,20122,20121
2012-06-10,20120610,10,10 June 2012,Sunday   ,201223,23,201206,June     ,2012,20122,20121
2012-06-11,20120611,11,11 June 2012,Monday   ,201224,24,201206,June     ,2012,20122,20121
2012-06-12,20120612,12,12 June 2012,Tuesday  ,201224,24,201206,June     ,2012,20122,20121
2012-06-13,20120613,13,13 June 2012,Wednesday,201224,24,201206,June     ,2012,20122,20121
2012-06-14,20120614,14,14 June 2012,Thursday ,201224,24,201206,June     ,2012,20122,20121
2012-06-15,20120615,15,15 June 2012,Friday   ,201224,24,201206,June     ,2012,20122,20121
2012-06-16,20120616,16,16 June 2012,Saturday ,201224,24,201206,June     ,2012,20122,20121
2012-06-17,20120617,17,17 June 2012,Sunday   ,201224,24,201206,June     ,2012,20122,20121
2012-06-18,20120618,18,18 June 2012,Monday   ,201225,25,201206,June     ,2012,20122,20121
2012-06-19,20120619,19,19 June 2012,Tuesday  ,201225,25,201206,June     ,2012,20122,20121
2012-06-20,20120620,20,20 June 2012,Wednesday,201225,25,201206,June     ,2012,20122,20121
2012-06-21,20120621,21,21 June 2012,Thursday ,201225,25,201206,June     ,2012,20122,20121
2012-06-22,20120622,22,22 June 2012,Friday   ,201225,25,201206,June     ,2012,20122,20121
2012-06-23,20120623,23,23 June 2012,Saturday ,201225,25,201206,June     ,2012,20122,20121
2012-06-24,20120624,24,24 June 2012,Sunday   ,201225,25,201206,June     ,2012,20122,20121
2012-06-25,20120625,25,25 June 2012,Monday   ,201226,26,201206,June     ,2012,20122,20121
2012-06-26,20120626,26,26 June 2012,Tuesday  ,201226,26,201206,June     ,2012,20122,20121
2012-06-27,20120627,27,27 June 2012,Wednesday,201226,26,201206,June     ,2012,20122,20121
2012-06-28,20120628,28,28 June 2012,Thursday ,201226,26,201206,June     ,2012,20122,20121
2012-06-29,20120629,29,29 June 2012,Friday   ,201226,26,201206,June     ,2012,20122,20121
2012-06-30,20120630,30,30 June 2012,Saturday ,201226,26,201206,June     ,2012,20122,20121
2012-07-01,20120701,1,01 July 2012,Sunday   ,201226,26,201207,July     ,2012,20123,20122
2012-07-02,20120702,2,02 July 2012,Monday   ,201227,27,201207,July     ,2012,20123,20122
2012-07-03,20120703,3,03 July 2012,Tuesday  ,201227,27,201207,July     ,2012,20123,20122
2012-07-04,20120704,4,04 July 2012,Wednesday,201227,27,201207,July     ,2012,20123,20122
2012-07-05,20120705,5,05 July 2012,Thursday ,201227,27,201207,July     ,2012,20123,20122
2012-07-06,20120706,6,06 July 2012,Friday   ,201227,27,201207,July     ,2012,20123,20122
2012-07-07,20120707,7,07 July 2012,Saturday ,201227,27,201207,July     ,2012,20123,20122
2012-07-08,20120708,8,08 July 2012,Sunday   ,201227,27,201207,July     ,2012,20123,20122
2012-07-09,20120709,9,09 July 2012,Monday   ,201228,28,201207,July     ,2012,20123,20122
2012-07-10,20120710,10,10 July 2012,Tuesday  ,201228,28,201207,July     ,2012,20123,20122
2012-07-11,20120711,11,11 July 2012,Wednesday,201228,28,201207,July     ,2012,20123,20122
2012-07-12,20120712,12,12 July 2012,Thursday ,201228,28,201207,July     ,2012,20123,20122
2012-07-13,20120713,13,13 July 2012,Friday   ,201228,28,201207,July     ,2012,20123,20122
2012-07-14,20120714,14,14 July 2012,Saturday ,201228,28,201207,July     ,2012,20123,20122
2012-07-15,20120715,15,15 July 2012,Sunday   ,201228,28,201207,July     ,2012,20123,20122
2012-07-16,20120716,16,16 July 2012,Monday   ,201229,29,201207,July     ,2012,20123,20122
2012-07-17,20120717,17,17 July 2012,Tuesday  ,201229,29,201207,July     ,2012,20123,20122
2012-07-18,20120718,18,18 July 2012,Wednesday,201229,29,201207,July     ,2012,20123,20122
2012-07-19,20120719,19,19 July 2012,Thursday ,201229,29,201207,July     ,2012,20123,20122
2012-07-20,20120720,20,20 July 2012,Friday   ,201229,29,201207,July     ,2012,20123,20122
2012-07-21,20120721,21,21 July 2012,Saturday ,201229,29,201207,July     ,2012,20123,20122
2012-07-22,20120722,22,22 July 2012,Sunday   ,201229,29,201207,July     ,2012,20123,20122
2012-07-23,20120723,23,23 July 2012,Monday   ,201230,30,201207,July     ,2012,20123,20122
2012-07-24,20120724,24,24 July 2012,Tuesday  ,201230,30,201207,July     ,2012,20123,20122
2012-07-25,20120725,25,25 July 2012,Wednesday,201230,30,201207,July     ,2012,20123,20122
2012-07-26,20120726,26,26 July 2012,Thursday ,201230,30,201207,July     ,2012,20123,20122
2012-07-27,20120727,27,27 July 2012,Friday   ,201230,30,201207,July     ,2012,20123,20122
2012-07-28,20120728,28,28 July 2012,Saturday ,201230,30,201207,July     ,2012,20123,20122
2012-07-29,20120729,29,29 July 2012,Sunday   ,201230,30,201207,July     ,2012,20123,20122
2012-07-30,20120730,30,30 July 2012,Monday   ,201231,31,201207,July     ,2012,20123,20122
2012-07-31,20120731,31,31 July 2012,Tuesday  ,201231,31,201207,July     ,2012,20123,20122
2012-08-01,20120801,1,01 August 2012,Wednesday,201231,31,201208,August   ,2012,20123,20122
2012-08-02,20120802,2,02 August 2012,Thursday ,201231,31,201208,August   ,2012,20123,20122
2012-08-03,20120803,3,03 August 2012,Friday   ,201231,31,201208,August   ,2012,20123,20122
2012-08-04,20120804,4,04 August 2012,Saturday ,201231,31,201208,August   ,2012,20123,20122
2012-08-05,20120805,5,05 August 2012,Sunday   ,201231,31,201208,August   ,2012,20123,20122
2012-08-06,20120806,6,06 August 2012,Monday   ,201232,32,201208,August   ,2012,20123,20122
2012-08-07,20120807,7,07 August 2012,Tuesday  ,201232,32,201208,August   ,2012,20123,20122
2012-08-08,20120808,8,08 August 2012,Wednesday,201232,32,201208,August   ,2012,20123,20122
