RETURNED_FLAG,ORDER_COD,PRODUCT_COD
true,CA-2012-132941,OFF-SU-10002557
true,CA-2014-158729,OFF-SU-10002881
true,CA-2013-109869,OFF-SU-10003505
true,CA-2013-118500,OFF-SU-10004231
true,CA-2012-164882,OFF-SU-10004231
true,CA-2014-155712,OFF-SU-10004884
true,CA-2011-164861,OFF-SU-10004884
true,IT-2013-1665440,TEC-AC-10000007
true,MX-2011-157000,TEC-AC-10000025
true,ID-2013-72362,TEC-AC-10000089
true,MX-2013-137729,TEC-AC-10000089
true,MX-2013-141901,TEC-AC-10000097
true,ES-2014-5762425,TEC-AC-10000110
true,MX-2013-131660,TEC-AC-10000110
true,MX-2012-147977,TEC-AC-10000110
true,IN-2011-53203,TEC-AC-10000111
true,MX-2012-125283,TEC-AC-10000170
true,CA-2012-157812,TEC-AC-10000171
true,ES-2014-1734818,TEC-AC-10000212
true,IN-2012-59391,TEC-AC-10000218
true,MX-2013-121160,TEC-AC-10000218
true,MX-2013-118402,TEC-AC-10000221
true,ID-2011-20989,TEC-AC-10000263
true,ID-2013-41968,TEC-AC-10000264
true,IN-2012-44691,TEC-AC-10000317
true,US-2014-107524,TEC-AC-10000332
true,IN-2013-84584,TEC-AC-10000336
true,MX-2011-124170,TEC-AC-10000342
true,CA-2014-165491,TEC-AC-10000358
true,CA-2012-138674,TEC-AC-10000358
true,CA-2014-112865,TEC-AC-10000387
true,ES-2013-5246151,TEC-AC-10000420
true,ES-2013-5648133,TEC-AC-10000462
true,MX-2012-154179,TEC-AC-10000499
true,MX-2012-113817,TEC-AC-10000501
true,IN-2014-46595,TEC-AC-10000530
true,CA-2014-115994,TEC-AC-10000580
true,MX-2011-105298,TEC-AC-10000596
true,IN-2012-25371,TEC-AC-10000633
true,IN-2011-14017,TEC-AC-10000639
true,MX-2012-112662,TEC-AC-10000642
true,IN-2013-53140,TEC-AC-10000657
true,IN-2011-86278,TEC-AC-10000763
true,IN-2013-21003,TEC-AC-10000815
true,MX-2013-126144,TEC-AC-10000815
true,MX-2011-127089,TEC-AC-10000827
true,MX-2013-168123,TEC-AC-10000827
true,MX-2011-145884,TEC-AC-10000860
true,ID-2013-51446,TEC-AC-10000866
true,ES-2013-3547323,TEC-AC-10000883
true,MX-2013-167913,TEC-AC-10000887
true,CA-2013-118311,TEC-AC-10000892
true,CA-2014-150910,TEC-AC-10001013
true,MX-2014-164434,TEC-AC-10001075
true,MX-2014-108973,TEC-AC-10001076
true,ES-2013-1093488,TEC-AC-10001089
true,ID-2013-67693,TEC-AC-10001172
true,ES-2012-2102738,TEC-AC-10001172
true,ES-2013-1217902,TEC-AC-10001274
true,IN-2012-52524,TEC-AC-10001352
true,IN-2014-71907,TEC-AC-10001352
true,MX-2013-134194,TEC-AC-10001402
true,ES-2013-5259588,TEC-AC-10001402
true,ES-2014-3730302,TEC-AC-10001407
true,IN-2014-19911,TEC-AC-10001438
true,IN-2014-54995,TEC-AC-10001438
true,CA-2014-100111,TEC-AC-10001465
true,CA-2011-140816,TEC-AC-10001539
true,CA-2012-157770,TEC-AC-10001552
true,US-2013-157490,TEC-AC-10001553
true,CA-2012-155761,TEC-AC-10001606
true,ES-2013-5734148,TEC-AC-10001639
true,IN-2013-38174,TEC-AC-10001639
true,IN-2013-20548,TEC-AC-10001639
true,MX-2013-134831,TEC-AC-10001705
true,MX-2012-149832,TEC-AC-10001745
true,CA-2014-102519,TEC-AC-10001772
true,CA-2013-166275,TEC-AC-10001838
true,CA-2013-162138,TEC-AC-10001908
true,IN-2014-17615,TEC-AC-10001995
true,MX-2013-110828,TEC-AC-10002017
true,CA-2012-146486,TEC-AC-10002018
true,IN-2012-13772,TEC-AC-10002025
true,ID-2014-33680,TEC-AC-10002025
true,CA-2011-169019,TEC-AC-10002076
true,IN-2012-49864,TEC-AC-10002086
true,CA-2013-134803,TEC-AC-10002217
true,MX-2012-106229,TEC-AC-10002218
true,IN-2014-84948,TEC-AC-10002522
true,US-2011-150574,TEC-AC-10002600
true,ID-2013-23495,TEC-AC-10002756
true,US-2013-127425,TEC-AC-10002800
true,CA-2014-124401,TEC-AC-10002926
true,MX-2013-168228,TEC-AC-10002996
true,CA-2014-122504,TEC-AC-10003289
true,US-2013-151827,TEC-AC-10003289
true,CA-2012-143238,TEC-AC-10003499
true,MX-2013-150140,TEC-AC-10003615
true,ES-2014-2851130,TEC-AC-10003615
true,CA-2013-116736,TEC-AC-10003628
true,CA-2012-148873,TEC-AC-10003657
true,CA-2012-139731,TEC-AC-10004975
true,ES-2012-4844965,TEC-CO-10000011
true,ES-2014-4442693,TEC-CO-10000051
true,IN-2014-41814,TEC-CO-10000135
true,ES-2013-3078948,TEC-CO-10000222
true,ES-2013-2638509,TEC-CO-10000259
true,MX-2012-148054,TEC-CO-10000269
true,IN-2014-10979,TEC-CO-10000279
true,ES-2014-3638264,TEC-CO-10000338
true,IN-2012-48744,TEC-CO-10000338
true,MX-2012-113768,TEC-CO-10000344
true,US-2012-115196,TEC-CO-10000407
true,IN-2012-56682,TEC-CO-10000407
true,ES-2014-2901069,TEC-CO-10000407
true,IN-2014-44719,TEC-CO-10000407
true,MX-2013-118038,TEC-CO-10000407
true,MX-2014-165575,TEC-CO-10000562
true,ES-2013-1925248,TEC-CO-10000562
true,IN-2011-76758,TEC-CO-10000562
true,ID-2014-39084,TEC-CO-10000666
true,IN-2013-51775,TEC-CO-10000791
true,IN-2012-44194,TEC-CO-10000956
true,ES-2012-4286133,TEC-CO-10000956
true,ES-2013-2339975,TEC-CO-10001001
true,ES-2013-3425110,TEC-CO-10001093
true,ES-2014-2638373,TEC-CO-10001191
true,ES-2013-5239444,TEC-CO-10001382
true,ID-2013-29662,TEC-CO-10001628
true,MX-2013-167213,TEC-CO-10001726
true,MX-2012-133165,TEC-CO-10001846
true,US-2012-136987,TEC-CO-10001943
true,ES-2014-5275437,TEC-CO-10003048
true,MX-2011-147816,TEC-CO-10003048
true,CA-2014-140151,TEC-CO-10004722
true,IN-2014-66062,TEC-MA-10000154
true,ES-2013-4569090,TEC-MA-10000170
true,IT-2014-1082723,TEC-MA-10000170
true,ES-2011-3249098,TEC-MA-10000240
true,CA-2014-136308,TEC-MA-10000488
true,ES-2011-5273102,TEC-MA-10000684
true,IN-2011-59013,TEC-MA-10000755
true,IN-2014-47799,TEC-MA-10000755
true,MX-2011-121671,TEC-MA-10000858
true,CA-2012-146262,TEC-MA-10000864
true,IN-2011-33890,TEC-MA-10001210
true,ES-2011-5118812,TEC-MA-10001302
true,ES-2013-4009230,TEC-MA-10001308
true,ES-2011-4351366,TEC-MA-10002149
true,MX-2014-142643,TEC-MA-10002263
true,US-2011-105137,TEC-MA-10002694
true,CA-2014-137414,TEC-MA-10002930
true,CA-2013-147375,TEC-MA-10002937
true,ES-2014-1178010,TEC-MA-10003084
true,IN-2012-23089,TEC-MA-10003330
true,IN-2014-50158,TEC-MA-10003486
true,ES-2013-4897406,TEC-MA-10003704
true,CA-2013-126529,TEC-PH-10000148
true,MX-2013-101077,TEC-PH-10000303
true,IN-2014-73447,TEC-PH-10000303
true,IN-2012-66531,TEC-PH-10000303
true,US-2011-140452,TEC-PH-10000307
true,US-2014-155999,TEC-PH-10000439
true,CA-2011-156349,TEC-PH-10000441
true,CA-2014-119284,TEC-PH-10000560
true,CA-2012-143490,TEC-PH-10000576
true,IT-2013-3253363,TEC-PH-10000599
true,ES-2014-1224526,TEC-PH-10000599
true,MX-2011-106390,TEC-PH-10001070
true,CA-2012-150875,TEC-PH-10001254
true,MX-2013-112956,TEC-PH-10001651
true,ES-2011-1443340,TEC-PH-10001651
true,CA-2011-134726,TEC-PH-10001750
true,CA-2014-127306,TEC-PH-10001924
true,CA-2014-140963,TEC-PH-10001924
true,CA-2011-143336,TEC-PH-10001949
true,ES-2012-2088434,TEC-PH-10002119
true,MX-2014-107279,TEC-PH-10002119
true,ES-2012-4662036,TEC-PH-10002119
true,CA-2014-141929,TEC-PH-10002185
true,CA-2013-136924,TEC-PH-10002262
true,CA-2014-137099,TEC-PH-10002496
true,US-2012-128090,TEC-PH-10002624
true,CA-2011-103373,TEC-PH-10002885
true,CA-2013-150077,TEC-PH-10002890
true,CA-2014-131828,TEC-PH-10002923
true,IT-2011-2911544,TEC-PH-10003153
true,CA-2013-167759,TEC-PH-10003171
true,CA-2011-143840,TEC-PH-10003171
true,US-2014-107888,TEC-PH-10003171
true,CA-2014-123491,TEC-PH-10003505
true,US-2014-103247,TEC-PH-10003555
true,CA-2012-104129,TEC-PH-10003800
true,CA-2014-161459,TEC-PH-10004071
true,CA-2014-117212,TEC-PH-10004447
true,CA-2011-160773,TEC-PH-10004586
true,CA-2012-124058,TEC-PH-10004774
true,CA-2013-130680,TEC-PH-10004833
true,CA-2011-100867,TEC-PH-10004922
true,ID-2012-13982,FUR-ADV-10000002
true,ES-2014-4472745,FUR-ADV-10000183
true,ID-2014-56339,FUR-ADV-10000188
true,IN-2013-22571,FUR-ADV-10000600
true,IT-2014-1147467,FUR-ADV-10001283
true,MX-2011-108749,FUR-ADV-10002329
true,MX-2014-117744,FUR-ADV-10002329
true,ID-2013-68498,FUR-ADV-10002329
true,IN-2012-75211,FUR-ADV-10002329
true,MX-2012-158022,FUR-ADV-10002329
true,IN-2014-61932,FUR-ADV-10002601
true,US-2011-137673,FUR-ADV-10004718
true,ID-2013-52643,FUR-BAR-10004553
true,MX-2012-160388,FUR-BAR-10004682
true,ES-2011-5803751,FUR-DEF-10000572
true,IN-2011-31020,FUR-DEF-10000622
true,MX-2012-105424,FUR-DEF-10000622
true,ES-2013-5002349,FUR-DEF-10000720
true,ID-2012-62345,FUR-DEF-10000810
true,ID-2012-72453,FUR-DEF-10002814
true,ES-2014-4967939,FUR-DEF-10002865
true,IN-2013-35304,FUR-DEF-10003315
true,MX-2014-151134,FUR-DEF-10004555
true,IN-2011-23789,FUR-ELD-10000335
true,IT-2014-2508683,FUR-ELD-10000605
true,IN-2014-84353,FUR-ELD-10000605
true,IN-2014-31790,FUR-ELD-10000857
true,IN-2012-30572,FUR-ELD-10000857
true,MX-2014-135328,FUR-ELD-10000963
true,MX-2011-169467,FUR-ELD-10001413
true,MX-2014-111633,FUR-ELD-10002511
true,IT-2013-3060899,FUR-ELD-10003131
true,IT-2012-1180980,FUR-ELD-10003179
true,ES-2014-5666305,FUR-ELD-10003695
true,ID-2014-11098,FUR-ELD-10003695
true,MX-2014-159800,FUR-ELD-10003843
true,IN-2012-24783,FUR-ELD-10004559
true,US-2012-112004,FUR-ELD-10004973
true,ES-2013-1906012,FUR-ELD-10004973
true,US-2012-104997,FUR-HON-10001015
true,MX-2012-148586,FUR-HON-10003950
true,MX-2011-116218,FUR-LES-10000488
true,ID-2014-64914,FUR-LES-10003082
true,ID-2011-69142,FUR-LES-10004098
true,MX-2014-150868,OFF-ACC-10000102
true,ES-2012-3330001,OFF-ACC-10000307
true,MX-2014-126298,OFF-ACC-10000307
true,IN-2013-15466,OFF-ACC-10001028
true,US-2012-106551,OFF-ACC-10001703
true,ES-2014-4598380,OFF-ACC-10001703
true,MX-2012-136042,OFF-ACC-10001993
true,IN-2014-44012,OFF-ACC-10001993
true,MX-2013-101455,OFF-ACC-10002772
true,ES-2012-1363320,OFF-ACC-10002772
true,IN-2012-68911,OFF-ACC-10002834
true,MX-2011-138716,OFF-ACC-10002849
true,ES-2014-2905780,OFF-ACC-10003265
true,ES-2014-1182889,OFF-ACC-10003636
true,US-2011-104535,OFF-ACC-10003745
true,ES-2012-5365524,OFF-ACC-10003806
true,ES-2013-1268416,OFF-ACC-10003806
true,IN-2012-64116,OFF-ACC-10003925
true,IN-2012-56178,OFF-ACC-10004182
true,IN-2011-23712,OFF-ACC-10004281
true,MX-2012-133480,OFF-ACC-10004281
true,ES-2014-5710826,OFF-ACC-10004538
true,MX-2013-168137,OFF-ACC-10004538
true,MX-2011-131688,OFF-ACC-10004538
true,ES-2013-3446925,OFF-ACC-10004538
true,IN-2014-41093,OFF-ACC-10004692
true,IN-2013-22298,OFF-ACC-10004713
true,ID-2013-83975,OFF-ACC-10004782
true,ES-2014-5900887,OFF-ACC-10004871
true,IN-2014-21059,OFF-ACC-10004910
true,MX-2014-155740,OFF-ACM-10000277
true,ES-2011-1228490,OFF-ACM-10000777
true,MX-2013-153920,OFF-ACM-10000777
true,US-2013-150980,OFF-ACM-10001704
true,MX-2013-111010,OFF-ACM-10002045
true,MX-2011-115490,OFF-ACM-10002045
true,US-2012-108917,OFF-ACM-10002301
true,ES-2014-4856325,OFF-ACM-10002816
true,MX-2014-154480,OFF-ACM-10003278
true,ES-2012-4804562,OFF-ACM-10003978
true,MX-2013-133074,OFF-ACM-10004895
true,US-2013-163223,OFF-ADV-10000213
true,MX-2011-136602,OFF-ADV-10000213
true,MX-2014-147599,OFF-ADV-10000308
true,IN-2012-78067,OFF-ADV-10000331
true,IT-2011-1521406,OFF-ADV-10000331
true,US-2013-158190,OFF-ADV-10000331
true,MX-2013-110149,OFF-ADV-10003369
true,IN-2014-62366,OFF-ADV-10004241
true,MX-2012-115070,OFF-ADV-10004274
true,IN-2013-35087,OFF-ADV-10004598
true,IN-2014-72747,OFF-ADV-10004875
true,MX-2012-161452,OFF-ADV-10004875
true,MX-2013-145107,OFF-AME-10000360
true,MX-2012-148180,OFF-AME-10000870
true,IN-2011-60196,OFF-AME-10001179
true,IN-2011-72502,OFF-AME-10001179
true,ES-2011-3028321,OFF-AME-10001587
true,MX-2014-162355,OFF-AME-10001587
true,ES-2014-5830221,OFF-AME-10002081
true,MX-2013-168739,OFF-AME-10002081
true,IN-2012-41415,OFF-AME-10002557
true,MX-2012-128363,OFF-AME-10002557
true,MX-2013-137155,OFF-AME-10002652
true,ID-2012-32350,OFF-AME-10002956
true,MX-2013-146073,OFF-AME-10002956
true,IN-2013-40218,OFF-AME-10003089
true,IN-2013-55135,OFF-AME-10004651
true,ES-2011-3074997,OFF-AVE-10000110
true,MX-2014-104122,OFF-AVE-10000418
true,IN-2012-31944,OFF-AVE-10000432
true,ES-2014-5706764,OFF-AVE-10000543
true,MX-2014-156615,OFF-AVE-10000894
true,MX-2014-135867,OFF-AVE-10000909
true,IN-2014-64347,OFF-AVE-10000909
true,IN-2014-61260,OFF-AVE-10000909
true,MX-2014-100895,OFF-AVE-10002311
true,ES-2013-4972434,OFF-AVE-10003279
true,IN-2012-12477,OFF-AVE-10003465
true,ES-2011-3106999,OFF-AVE-10003465
true,MX-2012-124975,OFF-AVE-10003549
true,ES-2012-1295099,OFF-AVE-10004148
true,IN-2011-73055,OFF-AVE-10004148
true,MX-2014-131268,OFF-AVE-10004159
true,IN-2014-46665,OFF-AVE-10004251
true,ES-2013-4190886,OFF-AVE-10004251
true,ES-2014-5166372,OFF-AVE-10004308
true,IN-2013-42192,OFF-AVE-10004512
true,ES-2012-5845607,OFF-AVE-10004536
true,MX-2012-143175,OFF-AVE-10004536
true,IN-2014-47848,OFF-AVE-10004732
true,MX-2011-124688,OFF-AVE-10004827
true,IN-2014-37712,OFF-AVE-10004909
true,MX-2013-131142,OFF-CAM-10001177
true,IN-2014-75470,OFF-CAM-10002611
true,MX-2011-155159,OFF-CAM-10002611
true,ES-2014-5297792,OFF-CAM-10004269
true,ES-2012-5757351,OFF-EAT-10000652
true,MX-2011-144827,OFF-EAT-10001137
true,IN-2011-13492,OFF-EAT-10001933
true,MX-2013-109771,OFF-EAT-10002674
true,ID-2013-85074,OFF-EAT-10002789
true,IN-2014-52384,OFF-EAT-10004908
true,ES-2012-1484906,OFF-ELD-10000124
true,IN-2013-51243,OFF-ELD-10000124
true,MX-2011-101518,OFF-ELD-10000151
true,MX-2013-159114,OFF-ELD-10000845
true,ES-2013-1341762,OFF-ELD-10001318
true,ID-2013-60637,OFF-ELD-10001832
true,IN-2014-37033,OFF-ELD-10001882
true,IN-2012-36788,OFF-ELD-10002279
true,IN-2014-23929,OFF-ELD-10002279
true,IT-2014-3941500,OFF-ELD-10002297
true,IT-2014-1725451,OFF-ELD-10002297
true,IN-2014-72278,OFF-ELD-10002578
true,MX-2012-143826,OFF-ELD-10004324
true,IT-2012-3746228,OFF-ELD-10004324
true,ID-2011-77619,OFF-ELI-10000044
true,US-2014-136679,OFF-ELI-10000044
true,US-2014-136679,OFF-ELI-10000044
true,MX-2014-161578,OFF-ELI-10000443
true,MX-2013-157007,OFF-ELI-10000711
true,MX-2011-145870,OFF-ELI-10000797
true,MX-2013-119879,OFF-ELI-10001057
true,IN-2011-24069,OFF-ELI-10001057
true,US-2013-164077,OFF-ELI-10001176
true,ES-2013-5246295,OFF-ELI-10001176
true,ES-2014-5060319,OFF-ELI-10001351
true,IN-2013-19071,OFF-ELI-10001705
true,ID-2012-57193,OFF-ELI-10001812
true,IN-2012-73216,OFF-ELI-10002337
true,ES-2013-5623189,OFF-ELI-10003004
true,IN-2014-31356,OFF-ELI-10003004
true,IN-2014-24531,OFF-ELI-10003179
true,ID-2011-20604,OFF-ELI-10003732
true,MX-2014-106978,OFF-ELI-10003911
true,ES-2013-5746149,OFF-ENE-10000516
true,IN-2012-39889,OFF-ENE-10001117
true,ES-2014-4295205,OFF-ENE-10002104
true,MX-2012-154088,OFF-ENE-10003274
true,ES-2013-3508441,OFF-ENE-10003409
true,MX-2012-151904,OFF-ENE-10003549
true,IT-2014-1858881,OFF-ENE-10004132
true,IN-2011-12806,OFF-ENE-10004377
true,ES-2013-4441922,OFF-FEL-10001343
true,MX-2012-152905,OFF-FEL-10001405
true,IN-2013-17041,OFF-FEL-10001541
true,ES-2014-5389384,OFF-FEL-10001630
true,ID-2012-70857,OFF-FEL-10001792
true,ID-2011-17286,OFF-FEL-10001865
true,MX-2014-142601,OFF-FEL-10002158
true,ES-2011-3305419,OFF-FEL-10002158
true,ES-2013-2745392,OFF-FEL-10002158
true,MX-2014-166814,OFF-FEL-10002399
true,US-2011-156034,OFF-FEL-10002658
true,ES-2012-5466966,OFF-FEL-10002837
true,IN-2012-68897,OFF-FEL-10002867
true,MX-2012-134446,OFF-FEL-10002897
true,IN-2014-39931,OFF-FEL-10002897
true,MX-2013-152814,OFF-FEL-10003848
true,IN-2013-68449,OFF-FEL-10004016
true,IN-2014-15011,OFF-FEL-10004224
true,ES-2014-2280822,OFF-FEL-10004974
true,ES-2014-5444511,OFF-FIS-10002661
true,ID-2013-59566,OFF-FIS-10002759
true,ES-2013-4487295,OFF-FIS-10002949
true,MX-2014-139367,OFF-FIS-10003234
true,ES-2014-1637041,OFF-FIS-10004882
true,ID-2011-64599,OFF-FIS-10004915
true,ES-2014-4385660,OFF-FIS-10004915
true,MX-2012-133942,OFF-GRE-10000320
true,ES-2013-5616549,OFF-GRE-10000328
true,MX-2011-133564,OFF-GRE-10000492
true,IN-2013-56689,OFF-GRE-10001521
true,IN-2011-86642,OFF-GRE-10002109
true,IN-2013-48807,OFF-GRE-10002109
true,MX-2014-165078,OFF-GRE-10003334
true,MX-2013-116946,OFF-GRE-10003334
true,IN-2011-54533,OFF-GRE-10003943
true,ES-2013-2310454,OFF-HAR-10000501
true,ES-2013-4790317,OFF-HAR-10000681
true,ES-2012-3715659,OFF-HAR-10001262
true,ES-2013-2003988,OFF-HAR-10001855
true,ES-2012-4379168,OFF-HAR-10001913
true,MX-2011-108560,OFF-HAR-10001948
true,MX-2013-111388,OFF-HAR-10003580
true,ES-2014-4387160,OFF-HAR-10004099
true,IN-2013-14437,OFF-HAR-10004896
true,MX-2013-107167,OFF-HON-10000966
true,ES-2011-5464858,OFF-HON-10001102
true,IN-2014-49402,OFF-HON-10001102
true,IN-2012-24132,OFF-HON-10001204
true,MX-2014-139591,OFF-HON-10001508
true,IN-2011-60560,OFF-HON-10001508
true,MX-2014-114783,OFF-HON-10001706
true,US-2011-165316,OFF-HON-10001783
true,MX-2013-133690,OFF-HON-10004014
true,MX-2012-149461,OFF-HON-10004800
true,IN-2014-77339,OFF-KLE-10000296
true,ES-2012-5566923,OFF-KLE-10000466
true,ES-2013-1610512,OFF-KLE-10000466
true,ES-2014-1006842,OFF-KLE-10000527
true,IN-2013-18497,OFF-KLE-10002869
true,IN-2013-70990,OFF-KLE-10003227
true,ID-2013-79117,OFF-KLE-10004543
true,MX-2013-169495,OFF-KLE-10004581
true,IN-2014-38356,OFF-ROG-10000191
true,IT-2014-4920177,OFF-ROG-10000191
true,ID-2011-57718,OFF-ROG-10000332
true,MX-2014-120607,OFF-ROG-10000332
true,IN-2014-32091,OFF-ROG-10000332
true,MX-2013-115434,OFF-ROG-10001340
true,ES-2011-5389664,OFF-ROG-10001418
true,IN-2014-27863,OFF-ROG-10001735
true,ID-2012-85095,OFF-ROG-10001735
true,IN-2012-67791,OFF-ROG-10002294
true,MX-2013-129588,OFF-ROG-10002866
true,IT-2014-3831682,OFF-ROG-10003733
true,IN-2014-35395,OFF-ROG-10004393
true,ID-2013-13562,OFF-SME-10000335
true,MX-2011-119977,OFF-SME-10000880
true,IN-2011-36179,OFF-SME-10001652
true,IN-2011-50613,OFF-SME-10001652
true,ES-2012-4829315,OFF-SME-10001745
true,ES-2014-3609825,OFF-SME-10001761
true,IN-2013-19645,OFF-SME-10002417
true,ES-2014-4963892,OFF-SME-10003033
true,MX-2012-160612,OFF-SME-10003134
true,ID-2013-64970,OFF-SME-10004160
true,MX-2013-148628,OFF-SME-10004247
true,IT-2014-2068457,OFF-SME-10004370
true,ES-2014-5296123,OFF-SME-10004553
true,US-2012-154550,OFF-SME-10004553
true,IN-2014-73972,OFF-SME-10004702
true,MX-2012-101854,OFF-SME-10004702
true,IN-2013-17699,OFF-STI-10000144
true,MX-2014-126165,OFF-STI-10000144
true,MX-2011-142545,OFF-STI-10000144
true,MX-2011-168662,OFF-STI-10001162
true,MX-2014-102995,OFF-STI-10001162
true,MX-2013-152912,OFF-STI-10001651
true,ES-2012-3471401,OFF-STI-10001743
true,MX-2013-136224,OFF-STI-10001955
true,ES-2014-4790238,OFF-STI-10002040
true,US-2014-161830,OFF-STI-10002040
true,MX-2011-122735,OFF-STI-10002262
true,ID-2014-15186,TEC-APP-10000308
true,US-2013-151841,TEC-APP-10000530
true,MX-2013-115630,TEC-APP-10001732
true,IN-2012-81812,TEC-APP-10001965
true,IT-2011-3468929,TEC-APP-10002321
true,IT-2011-1646767,TEC-APP-10003588
true,ES-2012-3362320,TEC-APP-10004584
true,ES-2013-1706935,TEC-APP-10004657
true,IN-2013-77878,TEC-BRO-10000381
true,US-2013-108049,TEC-BRO-10000663
true,MX-2014-112585,TEC-BRO-10003555
true,MX-2014-167493,TEC-BRO-10003986
true,IN-2011-11889,TEC-CAN-10000030
true,ID-2011-23593,TEC-CAN-10001853
true,IT-2014-4499061,TEC-CAN-10001853
true,ID-2013-22025,TEC-CAN-10001981
true,IN-2014-79593,TEC-CAN-10002337
true,MX-2013-131247,TEC-CAN-10002802
true,ES-2014-2439745,TEC-CAN-10002802
true,MX-2014-114601,TEC-CAN-10004166
true,US-2014-122672,TEC-CAN-10004214
true,MX-2014-167115,TEC-CIS-10000791
true,US-2011-149069,TEC-CIS-10001767
true,ES-2014-2769035,TEC-CIS-10002153
true,MX-2013-110933,TEC-CIS-10002565
true,MX-2012-111430,TEC-CIS-10002598
true,MX-2014-132927,TEC-CIS-10002986
true,ES-2011-2417338,TEC-EPS-10001651
true,ES-2012-5745179,TEC-EPS-10002523
true,ES-2014-2299862,TEC-EPS-10003277
true,MX-2013-139948,TEC-KON-10000005
true,IN-2011-56451,TEC-KON-10001017
true,ES-2012-1986848,TEC-KON-10001624
true,ES-2012-5207465,TEC-KON-10002482
true,ES-2014-5438886,TEC-KON-10004519
true,ES-2014-1325616,TEC-MOT-10000939
true,IT-2013-3876077,TEC-MOT-10001088
true,ID-2012-16257,TEC-MOT-10001178
true,US-2011-132899,TEC-MOT-10001244
true,IN-2013-12736,TEC-MOT-10001927
true,MX-2014-125661,TEC-MOT-10001950
true,IT-2012-3091951,TEC-MOT-10002260
true,IN-2012-28024,TEC-MOT-10002372
true,ES-2014-2697033,TEC-MOT-10002560
true,US-2014-142706,TEC-MOT-10002689
true,MX-2012-129560,TEC-MOT-10003050
true,IN-2011-17594,TEC-MOT-10003050
true,MX-2012-164777,TEC-NOK-10001058
true,IN-2012-17783,TEC-NOK-10001219
true,IN-2012-16572,TEC-NOK-10001219
true,ID-2011-65124,TEC-NOK-10001283
true,IN-2011-56486,TEC-NOK-10001844
true,IN-2011-10419,TEC-NOK-10002716
true,MX-2014-142244,TEC-NOK-10004183
